date_time_(UTC)	channel	duration	https://archive.org/details/	text
2018-02-27 00:00:00	CNNW	13	CNNW_20180226_230000_Situation_Room_With_Wolf_Blitzer/start/3600	WAR GAMES LOOM OVER POSSIBLE TALKS WITH NORTH KOREA\nTRUMP SAYS HE WOULD HAVE STORMED SCHOOL UNARMED
2018-02-27 00:02:00	BBCNEWS	4	BBCNEWS_20180227_000000_Newsday/start/120	VICTOR GAO. . Director, China National Association at International Studies
2018-02-27 00:02:00	CNNW	28	CNNW_20180227_000000_Erin_Burnett_OutFront/start/120	TRUMP: \"I'D RUN IN THERE, EVEN IF I DIDN'T HAVE A WEAPON\"\nTRUMP: \"DON'T WORRY ABOUT THE NRA, THEY'RE ON OUR SIDE\"\nTRUMP APPEARS TO BACK OFF ON AGE LIMITS FOR RIFLES
2018-02-27 00:02:00	FOXNEWSW	15	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/120	HIFF & NUNES BATILE OVER DUELING MEMOS story\u201c :\nEMOCRATIC MEMO UNDER SCRUTINY story\u201c I
2018-02-27 00:02:00	MSNBCW	29	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/120	WH DOWNPLAYS SIGNIFICANCE OF INDICTMENTS, GUILTY PLEA\nSARAH HUCKABEE SANDERS I WHITE HOUSE PRESS SECRETARY
2018-02-27 00:03:00	BBCNEWS	5	BBCNEWS_20180227_000000_Newsday/start/180	ZHANG BAOCHENG. Democracy activist
2018-02-27 00:03:00	CNNW	62	CNNW_20180227_000000_Erin_Burnett_OutFront/start/180	TRUMP APPEARS TO BACK OFF ON AGE LIMITS FOR RIFLES
2018-02-27 00:03:00	MSNBCW	21	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/180	TRUMP: \"SOMEBODY\" SHOULD BE LOOKING. INTO DEMOCRATS\u2019 \"FRAUDULENT\" MEMO\nTRUMP: \"THERE WAS NOTHING TO DO WITH RUSSIANS\
2018-02-27 00:06:00	BBCNEWS	32	BBCNEWS_20180227_000000_Newsday/start/360	FLORIDA SHOOTING. Trump: I would have confronted killer armed or not\nGRAND CANYON CRASH. Fi\ufb02h Briton dies after helicopter crash\nSAUDI MILITARY CHIEFS FIRED. Military commanders sacked by royal decree
2018-02-27 00:06:00	CNNW	32	CNNW_20180227_000000_Erin_Burnett_OutFront/start/360	ATfY: DEPUTY THOUGHT GUNFIRE WAS COMING FROM OUTSIDE SCHOOL\nTRUMP APPEARS TO BACK OFF ON AGE LIMITS FOR RIFLES
2018-02-27 00:06:00	MSNBCW	37	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/360	TRUMP: \"THERE WAS NO COLLUSION\" WITH RUSSIA\nTRUMP: \"I HAD NO PHONE CALLS, NO. MEETINGS. NO NOTHING\" WITH RUSSIA\nMIRIAM ROCAH I FORMER FEDERAL PROSECUTOR
2018-02-27 00:07:00	BBCNEWS	22	BBCNEWS_20180227_000000_Newsday/start/420	. NEWSDAV\nTURKEY'S ERDOGAN 'MAHTVR GIHL' \ufb02ow. President cviticised for 'martyr' comments (O young girl
2018-02-27 00:07:00	CNNW	50	CNNW_20180227_000000_Erin_Burnett_OutFront/start/420	ATfY: DEPUTY THOUGHT GUNFIRE WAS COMING FROM OUTSIDE SCHOOL\nATTY: DEPUTY THOUGHT GUNFIRE WAS COMING FROM OUTSIDE SCHOOL. . Sheriff Scott Israel Broward County, Florida
2018-02-27 00:07:00	MSNBCW	36	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/420	TRUMP: \"I HAD NO PHONE CALLS, NO. MEETINGS. NO NOTHING\" WITH RUSSIA\nMIRIAM ROCAH I FORMER FEDERAL PROSECUTOR\nTRUMP: \"THERE WAS NO COLLUSION\" WITH RUSSIA
2018-02-27 00:09:00	FOXNEWSW	12	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/540	hnfhfiH-nr rnm RRR-Rn7-QA:Q
2018-02-27 00:09:00	MSNBCW	34	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/540	TRUMP: \"THERE WAS NO COLLUSION\" WITH RUSSIA\nTRUMP: \"I HAD NO PHONE CALLS, NO. MEETINGS. NO NOTHING\" WITH RUSSIA\nTRUMP ALLIES DOWNPLAY ROLES OF CAMPAIGN AIDES & OFFICIALS
2018-02-27 00:10:00	BBCNEWS	12	BBCNEWS_20180227_000000_Newsday/start/600	CHINA CENSORSHIP. Cambodia's PM is also pushing for a longer term\nCHINA CENSORSHIP. Cambodia's PM served 33 years & wants another 1O\nCHINA CENSORSHIP. Government pvoposed ending presidential term...
2018-02-27 00:10:00	CNNW	30	CNNW_20180227_000000_Erin_Burnett_OutFront/start/600	ATfY: DEPUTY THOUGHT GUNFIRE WAS COMING FROM OUTSIDE SCHOOL\nTRUMP: \"DON'T WORRY ABOUT THE NRA, THEY'RE ON OUR SIDE\"\nATlY: DEPUTY THOUGHT GUNFIRE WAS COMING FROM OUTSIDE SCHOOL. Sen. Bill Nelson...
2018-02-27 00:11:00	BBCNEWS	11	BBCNEWS_20180227_000000_Newsday/start/660	CHINA CENSORSHIP. Several key terms are subjected to heavy censorship\nCHINA CENSORSHIP. Censorship on microblog Sina Weibo since Sunday\nCHINA CENSORSHIP. US says removing term limits is China's...
2018-02-27 00:11:00	CNNW	41	CNNW_20180227_000000_Erin_Burnett_OutFront/start/660	TRUMP: \"DON'T WORRY ABOUT THE NRA, THEY'RE ON OUR SIDEll. . Sen. Bill Nelson (D) Florida\nTRUMP: \"DON'T WORRY ABOUT THE NRA, THEY'RE ON OUR SIDE\
2018-02-27 00:11:00	MSNBCW	30	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/660	TRUMP ALLIES DOWNPLAY ROLES OF CAMPAIGN AIDES & OFFICIALS\nEX-TRUMP AIDE GATES COOPERATING WITH SPECIAL COUNSEL\nNATASHA BERTRAND | THE ATLANTIC
2018-02-27 00:14:00	BBCNEWS	13	BBCNEWS_20180227_000000_Newsday/start/840	ON SHAKY GROUND
2018-02-27 00:14:00	FOXNEWSW	33	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/840	:P GOWDY ON DEMOCRATIC REBUTTAL MEMO. . \\ 'T'hngtnww\ufb02f'nvn aura nnm \\\n:P GOWDY ON DEMOCRATIC REBUTTAL MEMO. . \\ the nth-nu-\nEMOCRATIC REBUTTAI. MEMO RELEASED. . \\ the (din-nu-\n:P GOWDY ON DEMOCRATIC...
2018-02-27 00:14:00	MSNBCW	31	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/840	TRUMP: \"THERE WAS NO COLLUSION\" WITH RUSSIA\nTRUMP: \"I HAD NO PHONE CALLS, NO. MEETINGS. NO NOTHING\" WITH RUSSIA\nREP. JOAQUIN CASTRO ' (D-TX) INTELLIGENCE COMMITTEE
2018-02-27 00:15:00	CNNW	4	CNNW_20180227_000000_Erin_Burnett_OutFront/start/900	nutrisvstemxom 877-7O7-THIN
2018-02-27 00:15:00	MSNBCW	29	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/900	TRUMP: \"THERE WAS NO COLLUSION\" WITH RUSSIA\nREP. JOAQUIN CASTRO [ (D-TX) INTELLIGENCE COMMITTEE
2018-02-27 00:16:00	FOXNEWSW	15	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/960	DPE HICKS TO SPEAK TO HOUSE INTEL TOMORROW. . \\ 'l'hn\ufb02tnww\ufb02f'nvn nun: nnm \\\nDPE HICKS TO SPEAK TO HOUSE INTEL TOMORROW. . \\ f'hn ufn-nu- Mir\n:P GOWDY ON DEMOCRATIC REBUTTAL MEMO. . \\ the ufn-nv\nDPE HICKS TO...
2018-02-27 00:17:00	MSNBCW	14	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/1020	SOIIRCF' CAI IFORNIA nFMnCRATIl\". PARTY\nSubiect to avai'abn'rtv. Terms & conditions auolv.
2018-02-27 00:18:00	FOXNEWSW	18	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/1080	GOV DEMANDS PROBE INTO POLICE RESPONSE\n{OWING CALLS FOR BROWARD SHERIFF TO RESIGN\n{OWING CALLS FOR BROWARD SHERIFF TO RESIGN _\nGOV DEMANDS PROBE INTO POLICE RESPONSE _\ntUMP:...
2018-02-27 00:20:00	BBCNEWS	11	BBCNEWS_20180227_000000_Newsday/start/1200	ASIA PACIFIC EARTHQUAKES. Quake has caused landslides & damaged buildings\nASIA PACIFIC EARTHQUAKES. Oil and gas operation closed as energy rich area hit\nGARY GIBSON. Univevsity of Melbourne\nASIA PACIFIC...
2018-02-27 00:20:00	CNNW	38	CNNW_20180227_000000_Erin_Burnett_OutFront/start/1200	IVANKA TRUMP IS WH AIDE ONE MINUTE, \"DAUGHTER\" THE NEXT\nIVANKA: \"INAPPROPRIATE\" TO ASK HER ABOUT FATHER'S ACCUSERS\nIVANKA: \"INAPPROPRIATE\" TO ASK HER ABOUT FATHER'S ACCUSERS. . . . Rob...
2018-02-27 00:20:00	FOXNEWSW	45	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/1200	INSIDE THE MULTIPLE FAILURES OF FBI, POLICE. TO STOP FL SCHOOL MASSACRE
2018-02-27 00:20:00	MSNBCW	6	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/1200	TRUMP: ONLY WAY TO STOP SCHOOL SHOOTINGS. IS THROUGH \"RETRIBUTION\" OF ARMED TEACHERS
2018-02-27 00:21:00	FOXNEWSW	15	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/1260	'OMAN TOLD FBI TIP lINE ABOUT CRUZ IN JANUARY T;
2018-02-27 00:22:00	BBCNEWS	11	BBCNEWS_20180227_000000_Newsday/start/1320	ASIA PACIFIC EARTHQUAKES. Follows 5.5 magnitude earthquake hit Japan Sunday\nASIA PACIFIC EARTHQUAKES. Papua New Guinea authorities say area hit is remote\nASIA PACIFIC EARTHQUAKES. 7.5 magniIude quake hit Papua...
2018-02-27 00:22:00	CNNW	54	CNNW_20180227_000000_Erin_Burnett_OutFront/start/1320	IVANKA: \"INAPPROPRIATE\" TO ASK HER ABOUT FATHER'S ACCUSERS\nIVANKA: \"INAPPROPRIATE\" TO ASK HER ABOUT FATHER'S ACCUSERS. . Rob Astorino Friend of President Trump for over 15 years
2018-02-27 00:22:00	MSNBCW	28	MSNBCW_20180227_000000_Hardball_With_Chris_Matthews/start/1320	GUN REFORM CENTER STAGE AS TRUMP MEETS W/ GOVERNORS\nGOV. DANNEL MALLOY I (D) CONNECTICUT
2018-02-27 00:23:00	FOXNEWSW	12	FOXNEWSW_20180227_000000_The_Story_With_Martha_MacCallum/start/1380	FORMER ASSISTANT FBI DIRECTOR ON AGENCY'S. . AILURE TO ACT ON CRUCIAL FL SHOOTER WARNINGS. . 'TI'h n\ufb02tnnv\ufb02f'nvn an\": nnm\nINSIDE THE MULTIPLE FAILURES OF FBI, POLICE. TO STOP FL SCHOOL MASSACRE. . \\ the urn-nu- \"TH-h Ill\u2019anf'hn 'lM\u2019gnf'a'l'I-nrn\u201c
